filename,verdict,ground_truth,failure_mode,reason,latency_ms,border_content_ratio,contrast,fft_asymmetry,fft_hf_ratio,glare_ratio,laplacian_p95,laplacian_var,mean_brightness,tenengrad,wavelet_hh_energy
IMG-20260526-WA0250.jpg,usable,usable,none,image is acceptable,133.95,0.2474,29.83,1.0417,0.005232,0.0,2009.38,1065.83,162.39,53.03,26.92
IMG-20260526-WA0252.jpg,usable,usable,none,image is acceptable,129.31,0.2597,39.06,0.1183,0.008683,0.0,1614.73,1089.3,154.48,63.45,26.98
IMG-20260526-WA0254.jpg,usable,usable,none,image is acceptable,129.32,0.1826,27.3,2.3746,0.004058,0.0,1853.1,820.76,164.97,46.33,21.28
IMG-20260526-WA0259.jpg,usable,borderline,defocus,image is acceptable,32.44,0.2662,38.68,0.1576,0.006506,0.0,1381.57,907.87,151.02,52.06,30.46
IMG-20260526-WA0270.jpg,usable,usable,none,image is acceptable,28.74,0.2635,38.61,0.1119,0.008204,0.0,1010.43,729.39,154.48,61.28,16.24
IMG-20260526-WA0271.jpg,borderline,usable,none,image may be slightly blurry,27.64,0.1854,26.86,2.4235,0.003803,0.0,1192.35,541.66,164.98,44.24,12.91
IMG-20260526-WA0273.jpg,usable,usable,none,image is acceptable,121.93,0.0838,36.67,0.9185,0.014965,0.0,2343.88,1097.27,77.19,44.06,47.11
IMG-20260526-WA0275.jpg,usable,usable,none,image is acceptable,113.71,0.1714,37.3,0.1532,0.013639,0.0,1396.9,624.45,65.26,35.36,21.58
IMG-20260526-WA0276.jpg,usable,usable,none,image is acceptable,26.97,0.2443,43.08,0.3002,0.007404,0.0,1502.02,763.68,153.28,59.66,21.61
IMG-20260526-WA0278.jpg,retake,retake,glare,significant glare or overexposure,110.18,0.2349,32.88,3.1935,0.001632,0.7255,1292.14,492.94,236.38,31.16,18.01
IMG-20260526-WA0281.jpg,usable,retake,partial_framing,image is acceptable,28.94,0.1234,28.47,0.1008,0.004264,0.0,1054.88,569.29,157.94,48.31,13.72
IMG-20260526-WA0283.jpg,retake,retake,glare,significant glare or overexposure,102.39,0.1084,22.23,1.0669,0.000841,0.6977,247.16,119.01,240.21,22.23,3.31
IMG-20260526-WA0285.jpg,usable,retake,partial_framing,image is acceptable,110.63,0.1443,46.87,0.3572,0.011357,0.0,2428.96,912.86,81.08,39.18,34.96
IMG-20260526-WA0286.jpg,usable,retake,partial_framing,image is acceptable,27.71,0.14,26.59,0.328,0.003415,0.0,846.84,622.56,159.63,45.99,14.04
IMG-20260526-WA0288.jpg,usable,retake,motion_blur,image is acceptable,134.23,0.2224,59.46,0.0947,0.01786,0.0,1788.53,860.31,114.43,70.63,26.9
IMG-20260526-WA0289.jpg,borderline,retake,partial_framing,image may be slightly blurry; low contrast,28.01,0.1153,18.02,1.1097,0.007856,0.0,379.04,203.83,63.58,27.92,4.43
IMG-20260526-WA0294.jpg,usable,retake,partial_framing,image is acceptable,124.35,0.1549,36.53,0.1892,0.004455,0.0,1784.97,1032.02,140.11,52.67,30.37
IMG-20260526-WA0295.jpg,borderline,retake,motion_blur,image may be slightly blurry,130.07,0.1132,46.42,0.377,0.005108,0.0,548.44,255.41,116.03,38.43,7.27
IMG-20260526-WA0296.jpg,usable,retake,motion_blur,image is acceptable,193.73,0.1568,29.23,0.0178,0.003722,0.0,672.51,466.39,134.26,41.32,16.43
IMG-20260526-WA0297.jpg,usable,usable,none,image is acceptable,129.61,0.156,31.82,0.3972,0.006213,0.0047,1437.11,761.53,117.57,50.3,18.27
IMG-20260526-WA0301.jpg,borderline,retake,motion_blur,image may be slightly blurry,104.66,0.1208,31.44,1.9979,0.002692,0.0,277.83,117.06,156.0,26.01,1.84
IMG-20260526-WA0303.jpg,borderline,retake,motion_blur,image may be slightly blurry,113.31,0.0697,29.25,0.4799,0.002031,0.0,765.79,368.15,163.66,31.16,17.42
IMG-20260526-WA0304.jpg,usable,borderline,glare,image is acceptable,26.3,0.164,37.58,0.0,0.01,0.0,3285.77,1314.31,149.49,55.35,39.43
IMG-20260526-WA0305.jpg,usable,usable,none,image is acceptable,36.25,0.1234,52.08,0.0153,0.005834,0.0,3436.68,1411.84,149.81,50.12,49.16
IMG-20260526-WA0306.jpg,usable,usable,none,image is acceptable,35.61,0.1121,41.81,0.5281,0.005535,0.0,2691.43,1382.51,142.31,49.65,41.94
IMG-20260526-WA0307.jpg,usable,borderline,defocus,image is acceptable,32.0,0.168,41.35,1.095,0.005887,0.0,4304.95,1567.42,146.53,53.94,46.18
IMG-20260526-WA0308.jpg,borderline,retake,motion_blur,image may be slightly blurry,33.9,0.0691,50.2,0.378,0.003753,0.0,1062.81,444.52,148.47,40.19,8.6
IMG-20260526-WA0309.jpg,usable,retake,partial_framing,image is acceptable,34.59,0.1183,27.64,2.5902,0.004129,0.0,3398.76,1792.45,155.35,44.85,88.31
IMG-20260526-WA0310.jpg,borderline,retake,motion_blur,image may be slightly blurry,32.44,0.0621,54.98,0.1132,0.00342,0.0,541.03,300.5,151.73,36.8,4.8
IMG-20260526-WA0311.jpg,usable,borderline,defocus,image is acceptable,23.96,0.1132,45.37,0.0,0.01,0.0,4018.78,1607.51,145.07,56.42,48.23
